case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3119851,48-192473,2021-WTW-4752-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,2/17/2022,Digital Globe,-101.547981,36.282879
3119322,48-192358,2021-WTW-8264-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.529999,36.242596
3123471,48-194138,2021-WTW-4838-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.435478,36.33971
3123865,48-193231,2021-WTW-4814-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,10/3/2022,Digital Globe,-101.480125,36.359859
3119061,48-192321,2021-WTW-4730-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.546196,36.29686
3123503,48-193986,2021-WTW-4864-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.425682,36.324287
3123758,48-194137,2021-WTW-4892-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.446808,36.340801
3123637,48-194135,2021-WTW-4835-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,10/3/2022,Digital Globe,-101.463379,36.341473
3123595,48-194532,2021-WTW-4846-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.366684,36.339108
3124701,,2021-WTW-4609-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.609856,36.44223
3120305,48-192541,2021-WTW-4767-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,2/17/2022,Digital Globe,-101.571487,36.271694
3125515,,2021-WTW-4605-OE,,,TX,Sherman County,48421,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.633362,36.432682
3125496,,2021-WTW-4671-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.561516,36.403614
3125227,,2021-WTW-4582-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.485764,36.465752
3123644,48-194783,2021-WTW-4685-OE,,,TX,Sherman County,48421,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.630371,36.371498
3123545,,2021-WTW-4794-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.433037,36.413319
3119692,48-192474,2021-WTW-4753-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,2/17/2022,Digital Globe,-101.542137,36.282967
3123747,48-194683,2021-WTW-4683-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.588783,36.378563
3119670,48-192493,2021-WTW-4777-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,2/17/2022,Digital Globe,-101.510475,36.265583
3124982,,2021-WTW-4614-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.569756,36.446949
3123645,48-192878,2021-WTW-4711-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.512383,36.344128
3119847,48-192536,2021-WTW-4747-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,2/17/2022,Digital Globe,-101.576477,36.283321
3125445,,2021-WTW-4624-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.613068,36.418106
3123864,48-193991,2021-WTW-4876-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.402626,36.314064
3123658,48-194883,2021-WTW-4674-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.60878,36.388432
3125350,,2021-WTW-4668-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.599991,36.401085
3125053,,2021-WTW-4677-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.581551,36.38916
3124090,48-194569,2021-WTW-4689-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,1,2/17/2022,Digital Globe,-101.596802,36.363167
3123873,48-194689,2021-WTW-4819-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.44899,36.35508
3123226,,2021-WTW-4793-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.438713,36.411087
3123621,48-194329,2021-WTW-4849-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,10/3/2022,Digital Globe,-101.477875,36.330616
3123578,48-193914,2021-WTW-4890-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,8/29/2022,Digital Globe,-101.415024,36.30006
3125030,,2021-WTW-4654-OE,,,TX,Hansford County,48195,Firewheel Wind,2022.0,286,,,,,,,,,0,,1,3,9/4/2022,Digital Globe,-101.561859,36.429104
